Host Since,Host Response Time,Host Response Rate,Host Verifications,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 60,Availability 365,Number of Reviews,Last Review,Review Scores Rating,Review Scores Location,Cancellation Policy,Calculated host listings count,Reviews per Month
2672,3.0,100.0,4.0,15,0,2,1.0,1.0,1.0,1,23.0,58.0,100.0,0.0,1,0,2,1125,34,281,42,2291.0,98.0,10.0,1,1.0,3.5
2401,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,7.0,70.0,200.0,40.0,2,44,1,1125,21,309,1,2284.0,80.0,8.0,2,106.0,0.86
2401,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,7.0,70.0,200.0,60.0,2,42,1,1125,21,291,0,3954.0,92.0,10.0,2,106.0,0.0
4760,3.0,100.0,7.0,0,0,8,2.0,3.0,4.0,1,24.0,229.0,250.0,79.0,2,39,2,1125,24,316,13,2287.0,92.0,10.0,2,24.0,1.09
2702,3.0,99.0,4.0,0,0,5,1.0,2.0,2.0,1,12.0,149.0,0.0,55.0,1,0,2,1125,0,7,0,3954.0,92.0,10.0,0,92.0,0.0
2702,3.0,99.0,4.0,0,0,6,1.0,2.0,3.0,1,9.0,106.0,0.0,0.0,1,0,2,1125,2,4,0,3954.0,92.0,10.0,2,92.0,0.0
3636,1.0,100.0,3.0,0,0,5,2.0,3.0,4.0,1,22.0,52.0,300.0,60.0,4,25,3,365,11,280,43,2447.0,90.0,9.0,2,1.0,1.22
3988,3.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,17.0,45.0,300.0,30.0,1,20,3,7,38,66,29,2274.0,96.0,10.0,0,1.0,0.64
2702,3.0,99.0,4.0,0,0,6,2.0,2.0,3.0,1,9.0,80.0,0.0,0.0,1,0,2,1125,0,2,1,2340.0,80.0,8.0,2,92.0,0.33
2983,2.0,100.0,4.0,14,0,6,2.0,3.0,3.0,1,24.0,795.0,0.0,250.0,1,0,3,1125,51,356,1,2822.0,100.0,10.0,2,1.0,0.06
2902,1.0,100.0,2.0,0,1,2,1.0,1.0,1.0,1,11.0,100.0,0.0,0.0,1,0,2,1125,1,1,6,2417.0,87.0,10.0,1,1.0,0.63
3457,0.0,0.0,5.0,0,0,2,1.0,1.0,1.0,1,18.0,64.0,0.0,0.0,1,0,60,1125,3,308,7,2525.0,97.0,10.0,2,1.0,0.43
2401,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,8.0,90.0,300.0,60.0,2,42,1,1125,33,326,0,3954.0,92.0,10.0,2,106.0,0.0
2702,3.0,99.0,4.0,0,0,4,1.0,2.0,3.0,1,8.0,94.0,0.0,0.0,1,0,2,1125,0,0,1,2326.0,60.0,10.0,2,92.0,0.39
3759,1.0,90.0,4.0,0,0,3,2.0,1.0,1.0,1,11.0,115.0,0.0,20.0,2,20,1,30,0,98,9,2270.0,98.0,10.0,0,1.0,0.99
4760,3.0,100.0,7.0,0,0,8,2.0,3.0,4.0,1,25.0,169.0,250.0,79.0,2,39,1,90,33,322,90,2347.0,91.0,10.0,2,24.0,1.97
2702,3.0,99.0,4.0,0,0,4,1.0,2.0,3.0,1,9.0,94.0,0.0,0.0,1,0,2,1125,0,0,4,2270.0,93.0,10.0,2,92.0,0.75
3119,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,16.0,200.0,0.0,0.0,1,0,3,5,39,70,1,2287.0,100.0,10.0,2,1.0,0.79
4376,2.0,100.0,5.0,0,0,4,1.0,2.0,2.0,1,14.0,65.0,150.0,20.0,1,15,1,1125,6,63,50,2257.0,93.0,10.0,2,1.0,3.63
2651,2.0,100.0,3.0,8,1,2,1.0,1.0,1.0,1,14.0,24.0,0.0,5.0,16,10,1,1125,5,132,5,2496.0,96.0,10.0,0,1.0,0.55
3043,2.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,18.0,40.0,0.0,5.0,1,15,1,1125,60,365,0,3954.0,92.0,10.0,0,2.0,0.0
4114,3.0,100.0,6.0,0,0,2,1.0,1.0,1.0,1,20.0,129.0,300.0,20.0,1,0,2,1125,12,314,30,2372.0,88.0,10.0,2,5.0,1.12
2541,0.0,0.0,3.0,0,0,4,2.0,2.0,3.0,1,16.0,185.0,500.0,30.0,1,0,1,1125,0,0,1,2481.0,100.0,10.0,1,1.0,0.13
2702,3.0,99.0,4.0,0,0,4,1.0,2.0,3.0,1,7.0,188.0,300.0,0.0,1,0,2,1125,0,0,1,2557.0,100.0,10.0,2,92.0,0.1
2702,3.0,99.0,4.0,0,0,4,1.0,1.0,1.0,1,8.0,90.0,0.0,0.0,1,0,2,3,2,4,2,2270.0,100.0,9.0,2,92.0,0.45
3076,1.0,100.0,4.0,0,0,4,1.0,2.0,2.0,1,13.0,55.0,250.0,75.0,2,7,6,1125,2,259,12,2357.0,97.0,10.0,2,1.0,0.46
2645,3.0,100.0,3.0,0,0,8,2.0,3.0,4.0,1,21.0,100.0,0.0,50.0,4,15,1,1125,13,73,17,2267.0,84.0,10.0,2,1.0,4.08
4760,3.0,100.0,7.0,0,0,8,2.0,3.0,4.0,1,19.0,229.0,250.0,79.0,2,39,1,1125,21,311,15,2305.0,89.0,10.0,2,24.0,1.18
2702,3.0,99.0,4.0,0,0,4,1.0,1.0,1.0,1,9.0,106.0,0.0,0.0,1,0,2,1125,0,0,2,2270.0,60.0,6.0,2,92.0,0.48
3352,3.0,100.0,3.0,0,0,4,1.0,1.0,2.0,1,16.0,100.0,150.0,25.0,1,20,4,1125,46,346,27,2415.0,89.0,10.0,0,1.0,2.63
4351,3.0,100.0,5.0,0,0,4,1.0,2.0,3.0,1,22.0,79.0,250.0,40.0,2,0,5,1125,10,252,55,2319.0,94.0,9.0,2,1.0,1.55
2784,3.0,100.0,4.0,5,0,4,1.0,0.0,2.0,1,17.0,48.0,200.0,20.0,2,20,1,1125,37,63,13,2264.0,92.0,9.0,0,1.0,1.24
3239,2.0,100.0,6.0,0,1,3,1.0,1.0,2.0,1,13.0,55.0,0.0,18.0,1,15,1,1125,53,358,12,2344.0,88.0,10.0,2,2.0,1.33
3358,0.0,0.0,3.0,0,0,1,1.0,1.0,1.0,1,3.0,95.0,200.0,0.0,1,0,10,1125,60,90,1,2958.0,92.0,10.0,0,1.0,0.04
3900,3.0,100.0,4.0,0,0,3,1.0,1.0,2.0,1,14.0,97.0,150.0,35.0,2,25,2,50,7,7,135,2270.0,96.0,10.0,2,2.0,3.7
3320,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,18.0,100.0,200.0,10.0,1,20,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3311,2.0,100.0,5.0,14,0,5,2.0,3.0,5.0,1,16.0,220.0,250.0,55.0,2,30,4,1125,0,40,2,2345.0,100.0,10.0,1,1.0,0.64
3652,0.0,0.0,4.0,0,0,6,1.0,1.0,3.0,1,21.0,73.0,0.0,40.0,2,10,4,1125,0,0,8,2709.0,93.0,9.0,2,1.0,0.42
2705,2.0,100.0,6.0,0,0,5,1.0,2.0,5.0,1,20.0,115.0,0.0,0.0,1,0,5,1125,55,283,0,3954.0,92.0,10.0,2,2.0,0.0
3073,3.0,84.0,3.0,0,1,2,2.0,1.0,1.0,1,7.0,28.0,0.0,0.0,1,5,1,1125,3,240,171,2267.0,87.0,9.0,0,3.0,7.71
3078,2.0,100.0,3.0,0,0,2,1.0,0.0,1.0,1,13.0,58.0,100.0,0.0,1,0,2,1125,9,15,52,2305.0,96.0,10.0,1,1.0,2.03
2605,3.0,100.0,5.0,0,0,3,1.0,0.0,2.0,1,17.0,70.0,150.0,30.0,2,15,2,1125,15,292,36,2256.0,87.0,10.0,0,1.0,3.28
3923,3.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,11.0,26.0,0.0,0.0,1,0,7,1125,37,334,15,2404.0,95.0,10.0,2,7.0,0.57
3450,3.0,100.0,5.0,0,0,6,1.0,2.0,3.0,1,21.0,70.0,0.0,20.0,1,10,2,1125,0,52,0,3954.0,92.0,10.0,1,2.0,0.0
3759,3.0,100.0,9.0,16,0,4,1.0,1.0,1.0,1,18.0,108.0,0.0,30.0,3,15,2,1125,33,325,11,2257.0,91.0,10.0,2,6.0,2.24
3532,3.0,100.0,5.0,0,0,6,2.0,3.0,3.0,1,18.0,260.0,300.0,90.0,1,0,5,1125,4,191,10,2340.0,98.0,10.0,2,11.0,0.3
3207,3.0,100.0,3.0,0,0,3,1.0,1.0,1.0,1,17.0,60.0,0.0,0.0,2,15,4,30,12,231,72,2270.0,96.0,10.0,0,1.0,2.36
2351,2.0,90.0,6.0,0,0,2,1.0,1.0,1.0,1,19.0,42.0,100.0,30.0,1,0,5,90,29,149,2,2270.0,60.0,9.0,1,1.0,1.33
2728,3.0,100.0,4.0,0,0,6,2.0,2.0,3.0,1,17.0,160.0,250.0,49.0,4,10,2,1125,16,251,10,2273.0,88.0,10.0,2,12.0,0.88
2955,3.0,100.0,4.0,15,0,4,2.0,2.0,2.0,1,22.0,185.0,500.0,60.0,3,0,3,1125,18,271,44,2256.0,97.0,10.0,2,1.0,2.07
3579,3.0,98.0,7.0,0,0,5,1.0,3.0,5.0,1,18.0,74.0,100.0,25.0,3,15,2,180,0,77,2,2291.0,90.0,9.0,1,10.0,0.38
2825,2.0,100.0,3.0,14,0,2,1.0,1.0,1.0,1,16.0,60.0,0.0,0.0,1,0,7,1125,11,316,11,2257.0,95.0,10.0,0,1.0,0.74
2657,1.0,73.0,3.0,0,0,4,1.0,2.0,3.0,1,12.0,99.0,0.0,0.0,1,0,2,1125,49,79,12,2277.0,98.0,10.0,1,1.0,0.89
4521,2.0,100.0,3.0,0,0,4,1.0,2.0,3.0,1,17.0,80.0,250.0,0.0,2,5,5,1125,4,71,16,2263.0,96.0,10.0,2,3.0,0.87
4403,3.0,100.0,5.0,0,0,4,1.0,1.0,2.0,1,18.0,85.0,0.0,80.0,2,15,5,360,38,68,2,2265.0,90.0,10.0,2,28.0,0.56
2793,2.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,10.0,39.0,0.0,8.0,1,0,2,1125,52,80,24,2255.0,97.0,10.0,1,2.0,1.88
3033,3.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,8.0,18.0,0.0,0.0,1,7,2,7,6,25,3,2257.0,93.0,10.0,0,1.0,3.0
3250,3.0,100.0,5.0,0,0,6,1.0,2.0,3.0,1,13.0,70.0,85.0,22.0,4,10,2,1125,0,242,1,2542.0,100.0,10.0,1,1.0,0.1
3975,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,18.0,65.0,200.0,10.0,1,0,2,6,27,48,14,2266.0,96.0,10.0,1,1.0,1.0
3296,0.0,0.0,3.0,0,0,6,2.0,3.0,6.0,1,17.0,120.0,0.0,65.0,4,15,4,1125,0,0,1,2696.0,100.0,10.0,0,1.0,0.07
4052,2.0,67.0,2.0,0,0,1,1.0,1.0,1.0,1,13.0,37.0,0.0,10.0,1,0,2,6,12,43,0,3954.0,92.0,10.0,0,1.0,0.0
3703,2.0,100.0,4.0,0,0,7,3.0,3.0,5.0,1,18.0,136.0,90.0,30.0,4,20,2,1125,40,158,56,2264.0,94.0,9.0,2,4.0,2.83
3707,1.0,89.0,4.0,0,0,2,1.0,1.0,1.0,1,19.0,75.0,100.0,30.0,1,0,2,7,51,82,2,2416.0,100.0,10.0,1,3.0,0.33
2295,3.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,4.0,33.0,0.0,0.0,1,0,1,1125,35,156,1,2276.0,100.0,10.0,0,1.0,1.0
2643,1.0,100.0,4.0,0,0,4,2.0,2.0,3.0,1,21.0,60.0,0.0,0.0,1,0,1,15,0,97,23,2328.0,93.0,9.0,0,1.0,1.92
3801,0.0,0.0,3.0,0,0,2,1.0,1.0,1.0,1,11.0,80.0,400.0,100.0,1,25,1,10,59,89,0,3954.0,92.0,10.0,0,1.0,0.0
2912,3.0,90.0,4.0,0,0,4,1.0,1.0,1.0,1,26.0,50.0,150.0,20.0,2,8,2,1125,17,236,71,2262.0,94.0,9.0,2,1.0,3.24
2856,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,11.0,17.0,0.0,0.0,1,0,1,1125,0,279,12,2460.0,90.0,9.0,1,2.0,0.92
4758,0.0,0.0,5.0,0,1,1,2.0,1.0,1.0,1,10.0,22.0,70.0,0.0,1,15,3,1125,0,281,0,3954.0,92.0,10.0,0,2.0,0.0
3183,3.0,98.0,4.0,0,0,2,1.0,0.0,1.0,1,8.0,25.0,100.0,60.0,1,5,1,1125,29,334,0,3954.0,92.0,10.0,1,44.0,0.0
2885,3.0,100.0,3.0,16,1,2,1.0,1.0,2.0,1,14.0,40.0,0.0,0.0,1,20,1,1125,53,358,16,2256.0,94.0,10.0,0,1.0,0.84
2693,3.0,92.0,7.0,8,0,4,1.0,2.0,2.0,1,22.0,100.0,0.0,25.0,1,0,1,3,15,81,1,2263.0,100.0,8.0,1,1.0,1.0
2668,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,4.0,23.0,0.0,0.0,1,0,2,1125,51,81,4,2440.0,95.0,9.0,0,2.0,0.42
3254,0.0,0.0,4.0,0,1,2,2.0,1.0,1.0,1,17.0,55.0,0.0,0.0,1,0,1,7,23,182,0,3954.0,92.0,10.0,0,1.0,0.0
2428,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,11.0,12.0,0.0,0.0,1,9,3,1125,22,112,18,2257.0,97.0,10.0,2,1.0,3.35
2310,3.0,100.0,7.0,14,1,1,1.0,1.0,1.0,1,11.0,18.0,0.0,0.0,1,5,1,1125,40,334,2,2257.0,100.0,8.0,0,1.0,1.33
3627,3.0,100.0,5.0,0,1,2,1.0,1.0,2.0,1,10.0,15.0,0.0,0.0,1,20,1,30,33,113,5,2255.0,100.0,10.0,2,1.0,2.63
2435,0.0,47.0,5.0,0,0,4,1.0,2.0,3.0,1,10.0,80.0,0.0,10.0,1,0,1,1125,57,173,9,2343.0,64.0,7.0,2,2.0,1.72
3326,2.0,100.0,5.0,14,0,3,1.0,2.0,2.0,1,11.0,50.0,200.0,0.0,2,10,2,1125,1,194,12,2271.0,93.0,9.0,1,1.0,0.94
3133,3.0,100.0,3.0,14,1,2,1.0,1.0,1.0,1,0.0,35.0,0.0,0.0,1,0,1,1125,60,365,1,2736.0,100.0,10.0,0,4.0,0.06
3376,3.0,100.0,5.0,0,1,2,2.0,1.0,1.0,1,21.0,23.0,0.0,6.0,1,6,2,300,13,305,4,2345.0,95.0,9.0,2,4.0,0.86
3519,0.0,0.0,5.0,0,0,8,1.0,2.0,5.0,1,18.0,120.0,0.0,25.0,2,10,2,1125,0,82,1,2744.0,40.0,8.0,2,3.0,0.06
2588,3.0,100.0,6.0,0,1,2,1.0,1.0,2.0,1,16.0,25.0,0.0,0.0,1,15,1,1125,60,365,15,2388.0,85.0,8.0,1,2.0,1.89
3882,2.0,100.0,3.0,14,1,6,2.0,1.0,5.0,1,7.0,20.0,0.0,20.0,1,15,5,1125,0,199,5,2654.0,100.0,8.0,0,2.0,0.09
2550,2.0,83.0,6.0,0,1,4,1.0,1.0,3.0,1,8.0,48.0,300.0,0.0,2,0,1,1125,4,161,2,2341.0,50.0,5.0,2,4.0,0.32
2562,0.0,0.0,1.0,16,1,2,2.0,1.0,1.0,1,12.0,40.0,0.0,0.0,1,0,1,1125,59,89,0,3954.0,92.0,10.0,0,1.0,0.0
3261,3.0,100.0,3.0,0,0,4,1.0,1.0,3.0,1,13.0,29.0,150.0,35.0,2,10,2,1125,4,97,0,3954.0,92.0,10.0,1,5.0,0.0
3883,3.0,100.0,5.0,14,1,2,1.0,1.0,1.0,1,22.0,35.0,0.0,0.0,5,10,2,1125,3,210,22,2280.0,95.0,9.0,1,6.0,1.02
2945,1.0,100.0,3.0,14,0,3,2.0,3.0,3.0,1,8.0,79.0,250.0,29.0,1,0,3,1125,6,311,0,3954.0,92.0,10.0,1,1.0,0.0
4080,3.0,100.0,6.0,0,0,4,1.0,1.0,2.0,1,26.0,55.0,199.0,18.0,2,10,5,31,6,106,52,2256.0,99.0,9.0,2,3.0,5.61
4102,0.0,0.0,6.0,16,1,2,2.0,1.0,1.0,1,19.0,16.0,0.0,17.0,1,9,2,6,36,66,23,2564.0,95.0,9.0,2,1.0,0.4
3823,3.0,100.0,4.0,0,0,8,2.0,3.0,3.0,1,15.0,110.0,100.0,50.0,6,20,3,1125,42,337,17,2347.0,98.0,9.0,2,5.0,0.68
3124,3.0,100.0,3.0,0,0,5,1.0,3.0,4.0,1,15.0,80.0,250.0,30.0,5,15,3,1125,0,264,3,2824.0,100.0,9.0,2,4.0,0.11
3807,0.0,0.0,0.0,9,1,2,1.0,1.0,0.0,1,0.0,75.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3660,3.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,18.0,39.0,0.0,15.0,1,0,3,1125,20,325,13,2254.0,91.0,10.0,1,2.0,2.22
4150,3.0,100.0,4.0,0,0,6,2.0,4.0,4.0,1,14.0,185.0,150.0,50.0,2,20,2,1125,0,0,8,3095.0,91.0,10.0,2,40.0,0.21
4221,3.0,94.0,4.0,0,0,4,1.0,1.0,1.0,1,18.0,100.0,200.0,33.0,2,10,4,1125,20,314,15,2270.0,89.0,9.0,1,51.0,0.5
2581,3.0,100.0,3.0,0,0,8,3.0,4.0,6.0,1,15.0,320.0,0.0,0.0,1,0,5,1125,31,302,6,2339.0,90.0,10.0,2,1.0,0.57
2480,1.0,50.0,2.0,16,0,8,1.0,2.0,6.0,1,9.0,80.0,800.0,50.0,4,20,10,330,60,365,0,3954.0,92.0,10.0,1,1.0,0.0
3965,0.0,0.0,3.0,0,1,1,2.0,1.0,1.0,1,15.0,23.0,100.0,10.0,15,15,1,365,60,365,1,2765.0,92.0,10.0,1,1.0,0.06
3290,2.0,100.0,5.0,0,1,2,2.0,1.0,4.0,1,5.0,25.0,0.0,0.0,1,0,1,1125,51,356,3,2452.0,100.0,10.0,0,1.0,0.41
3544,2.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,11.0,15.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
2449,2.0,100.0,5.0,0,2,10,1.0,1.0,10.0,1,6.0,11.0,0.0,0.0,1,15,1,1125,60,365,2,2368.0,100.0,10.0,2,29.0,0.37
2449,2.0,100.0,5.0,0,2,10,1.0,1.0,10.0,1,6.0,11.0,0.0,0.0,1,15,1,1125,60,365,1,2417.0,60.0,8.0,2,29.0,0.18
2833,3.0,100.0,5.0,15,0,2,1.0,0.0,1.0,1,13.0,45.0,0.0,5.0,1,0,2,1125,8,299,30,2283.0,87.0,10.0,0,1.0,1.57
2946,1.0,75.0,3.0,0,1,1,1.0,1.0,1.0,1,7.0,35.0,0.0,0.0,1,0,30,1125,60,365,1,2766.0,100.0,10.0,1,1.0,0.06
3295,0.0,0.0,3.0,0,0,3,1.0,2.0,2.0,1,9.0,60.0,0.0,30.0,1,0,1,1125,0,0,1,2592.0,60.0,10.0,0,1.0,0.09
4771,2.0,100.0,4.0,16,0,3,1.0,2.0,2.0,1,16.0,95.0,500.0,70.0,3,20,7,1125,0,244,1,2360.0,100.0,10.0,0,4.0,0.27
2946,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,17.0,55.0,94.0,20.0,1,0,2,15,0,14,7,2298.0,93.0,10.0,2,1.0,1.5
2561,3.0,100.0,2.0,0,0,4,2.0,2.0,2.0,1,13.0,100.0,200.0,36.0,1,0,2,1125,32,148,14,2256.0,88.0,9.0,0,1.0,1.51
2843,1.0,100.0,7.0,0,1,2,1.0,1.0,1.0,1,19.0,59.0,0.0,19.0,1,0,1,1125,0,96,42,2290.0,96.0,10.0,2,1.0,2.2
2982,3.0,100.0,3.0,0,0,6,3.0,3.0,5.0,1,20.0,90.0,0.0,60.0,2,20,2,1125,30,332,22,2255.0,97.0,10.0,2,2.0,2.36
2669,3.0,100.0,5.0,14,0,7,1.0,3.0,6.0,1,12.0,55.0,0.0,15.0,5,10,1,1125,31,220,32,2251.0,91.0,9.0,2,1.0,5.55
2522,2.0,100.0,6.0,0,1,2,1.0,1.0,1.0,1,14.0,35.0,0.0,0.0,1,0,1,1125,51,82,0,3954.0,92.0,10.0,0,1.0,0.0
4333,1.0,100.0,4.0,0,0,3,1.0,4.0,3.0,1,8.0,50.0,100.0,30.0,1,15,6,1125,41,161,0,3954.0,92.0,10.0,0,1.0,0.0
2930,0.0,0.0,3.0,0,0,3,1.0,1.0,4.0,1,12.0,95.0,0.0,0.0,1,0,4,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3268,1.0,67.0,4.0,0,1,1,2.0,1.0,3.0,1,9.0,21.0,0.0,0.0,1,0,3,1125,0,217,9,2599.0,89.0,9.0,0,1.0,0.48
2732,0.0,0.0,5.0,0,1,1,1.0,1.0,1.0,1,16.0,25.0,0.0,10.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,2,1.0,0.0
2901,0.0,0.0,3.0,15,1,1,1.0,1.0,1.0,1,14.0,22.0,90.0,0.0,1,0,1,10,0,0,5,2457.0,100.0,10.0,0,1.0,0.42
2334,2.0,100.0,3.0,0,0,8,1.0,3.0,3.0,1,16.0,85.0,150.0,50.0,4,30,2,1125,31,151,1,2319.0,100.0,10.0,1,1.0,0.43
2260,0.0,0.0,1.0,0,1,2,1.0,1.0,1.0,1,0.0,410.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
2543,3.0,100.0,6.0,0,0,2,1.0,1.0,1.0,1,15.0,42.0,0.0,10.0,1,10,4,1125,35,66,9,2286.0,98.0,10.0,1,1.0,1.38
2853,3.0,100.0,4.0,8,0,4,2.0,2.0,4.0,1,19.0,35.0,150.0,15.0,2,15,4,60,24,51,13,2521.0,92.0,9.0,1,1.0,0.67
3421,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,9.0,12.0,0.0,0.0,1,5,4,10,60,365,4,2287.0,75.0,7.0,2,11.0,0.17
4348,1.0,100.0,6.0,0,1,6,2.0,1.0,8.0,1,13.0,20.0,0.0,12.0,1,15,2,730,40,345,31,2744.0,84.0,9.0,1,9.0,0.51
2938,2.0,86.0,3.0,0,0,2,1.0,0.0,1.0,1,10.0,49.0,100.0,20.0,1,0,1,1125,26,331,5,2618.0,92.0,9.0,2,6.0,0.28
2750,3.0,100.0,4.0,0,0,7,1.0,2.0,4.0,1,23.0,100.0,100.0,30.0,4,15,2,500,35,330,11,2255.0,96.0,9.0,2,1.0,0.68
3471,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,12.0,42.0,0.0,20.0,1,0,3,1125,5,310,21,2318.0,84.0,9.0,2,1.0,0.57
3193,2.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,14.0,50.0,100.0,25.0,3,10,2,1125,10,35,33,2466.0,87.0,8.0,1,1.0,1.7
2622,2.0,100.0,5.0,0,0,4,1.0,2.0,2.0,1,16.0,50.0,0.0,12.0,3,15,2,1125,0,192,5,2276.0,96.0,10.0,1,1.0,0.47
3768,3.0,100.0,5.0,0,0,3,1.0,2.0,2.0,1,18.0,43.0,76.0,40.0,2,15,2,200,0,38,49,2406.0,92.0,8.0,2,5.0,1.3
3930,0.0,0.0,3.0,9,1,2,1.0,1.0,1.0,1,10.0,50.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,2.0,0.0
2550,3.0,91.0,3.0,0,2,1,1.0,1.0,8.0,1,16.0,10.0,0.0,5.0,1,0,3,1125,43,163,6,2276.0,93.0,9.0,1,11.0,0.9
2305,0.0,0.0,3.0,1,1,2,1.0,1.0,1.0,1,12.0,28.0,0.0,0.0,1,0,2,3,7,7,0,3954.0,92.0,10.0,0,1.0,0.0
4394,3.0,100.0,5.0,0,1,2,0.0,1.0,2.0,1,4.0,25.0,0.0,5.0,1,0,4,30,45,119,66,2290.0,87.0,8.0,2,3.0,0.99
2983,3.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,21.0,45.0,88.0,30.0,1,0,2,5,60,365,0,3954.0,92.0,10.0,2,4.0,0.0
3324,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,15.0,25.0,100.0,10.0,1,55,3,1125,59,90,0,3954.0,92.0,10.0,1,1.0,0.0
2817,3.0,100.0,5.0,0,0,4,1.0,2.0,3.0,1,21.0,60.0,100.0,30.0,2,0,2,60,14,281,34,2376.0,95.0,8.0,2,1.0,2.19
2572,3.0,100.0,6.0,0,1,2,1.0,1.0,1.0,1,10.0,18.0,0.0,0.0,1,0,2,1125,40,219,31,2252.0,89.0,8.0,1,1.0,3.41
2311,3.0,100.0,3.0,14,1,2,1.0,2.0,2.0,1,14.0,18.0,0.0,0.0,1,12,1,1125,18,323,2,2281.0,100.0,8.0,0,2.0,1.54
3673,2.0,100.0,4.0,18,1,2,1.0,1.0,1.0,1,13.0,25.0,100.0,9.0,1,6,1,1125,60,365,13,2374.0,91.0,9.0,0,1.0,0.47
3665,2.0,100.0,5.0,0,1,2,0.0,1.0,2.0,1,15.0,25.0,0.0,20.0,1,25,2,31,58,363,0,3954.0,92.0,10.0,1,1.0,0.0
2694,2.0,90.0,4.0,0,1,2,1.0,1.0,1.0,1,10.0,20.0,0.0,10.0,1,10,3,1125,60,365,0,3954.0,92.0,10.0,2,2.0,0.0
2834,3.0,100.0,4.0,0,0,4,1.0,3.0,3.0,1,22.0,50.0,150.0,40.0,2,15,3,720,0,0,26,2270.0,100.0,10.0,0,1.0,1.46
3542,3.0,99.0,3.0,0,2,2,1.0,1.0,1.0,1,14.0,14.0,0.0,0.0,1,5,1,1125,39,331,30,2410.0,91.0,8.0,2,8.0,1.63
2547,2.0,91.0,3.0,0,0,2,1.0,1.0,1.0,1,20.0,50.0,100.0,20.0,1,0,1,3,49,79,7,2290.0,100.0,9.0,0,1.0,0.75
3825,0.0,0.0,2.0,0,1,1,1.0,1.0,1.0,1,14.0,20.0,350.0,10.0,1,20,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3497,3.0,100.0,4.0,0,0,4,1.0,0.0,1.0,1,20.0,55.0,250.0,20.0,2,25,1,1125,40,334,5,2252.0,100.0,9.0,2,13.0,5.0
2279,3.0,100.0,2.0,0,1,1,1.0,1.0,1.0,1,3.0,13.0,0.0,0.0,1,8,1,1125,51,356,0,3954.0,92.0,10.0,0,1.0,0.0
3622,0.0,0.0,1.0,2,1,10,1.0,1.0,0.0,1,0.0,100.0,0.0,0.0,1,0,3,1125,60,365,0,3954.0,92.0,10.0,2,1.0,0.0
3578,0.0,0.0,2.0,14,1,1,1.0,1.0,1.0,1,2.0,64.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3072,3.0,100.0,3.0,14,1,2,1.0,1.0,1.0,1,15.0,38.0,0.0,8.0,1,0,1,1125,55,85,3,2271.0,87.0,9.0,0,2.0,1.41
2849,3.0,100.0,4.0,0,1,1,0.0,1.0,1.0,1,13.0,45.0,0.0,0.0,1,10,1,1125,0,158,32,2439.0,90.0,9.0,0,15.0,1.68
2364,3.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,12.0,45.0,0.0,0.0,1,15,2,1125,32,337,1,2263.0,100.0,8.0,0,3.0,1.0
2502,1.0,75.0,6.0,16,1,2,1.0,1.0,1.0,1,18.0,25.0,0.0,10.0,1,15,1,30,49,332,6,2410.0,93.0,9.0,1,1.0,0.82
