Host Since,Host Response Time,Host Response Rate,Host Verifications,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 60,Availability 365,Number of Reviews,Last Review,Review Scores Rating,Review Scores Location,Cancellation Policy,Calculated host listings count,Reviews per Month
3676,0.0,0.0,2.0,14,1,1,1.0,1.0,0.0,1,0.0,77.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
2428,3.0,94.0,3.0,15,0,4,1.0,1.0,1.0,1,15.0,45.0,0.0,0.0,2,10,2,1125,48,353,0,3954.0,92.0,10.0,2,7.0,0.0
2568,1.0,90.0,3.0,0,1,2,1.0,1.0,1.0,1,2.0,25.0,0.0,0.0,1,0,1,1125,46,166,1,2278.0,80.0,8.0,0,2.0,1.0
3273,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,8.0,30.0,300.0,0.0,1,15,1,365,59,364,0,3954.0,92.0,10.0,2,1.0,0.0
3997,3.0,100.0,3.0,0,0,5,2.0,2.0,4.0,1,12.0,85.0,0.0,0.0,4,0,7,330,20,293,10,2275.0,92.0,9.0,2,3.0,0.25
3975,0.0,0.0,5.0,0,1,1,1.0,1.0,1.0,1,12.0,39.0,0.0,5.0,1,0,1,1125,50,355,1,2556.0,80.0,8.0,1,1.0,0.1
3432,3.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,19.0,21.0,0.0,5.0,1,0,1,16,4,34,1,2319.0,100.0,10.0,0,1.0,0.43
2943,0.0,0.0,5.0,0,1,3,1.0,1.0,1.0,1,0.0,15.0,0.0,0.0,1,0,1,90,0,0,1,2646.0,92.0,10.0,0,1.0,0.08
2660,2.0,93.0,3.0,0,0,5,1.0,3.0,4.0,1,18.0,70.0,0.0,20.0,1,0,1,1125,17,311,20,2255.0,93.0,9.0,0,1.0,1.5
2513,2.0,100.0,6.0,0,1,2,1.0,1.0,1.0,1,16.0,32.0,0.0,25.0,1,0,1,29,38,69,1,2291.0,100.0,10.0,0,3.0,0.71
2493,1.0,69.0,3.0,7,1,4,1.0,1.0,4.0,1,11.0,65.0,0.0,0.0,1,20,1,1125,60,365,2,2297.0,100.0,8.0,0,5.0,0.31
2587,2.0,100.0,4.0,0,0,4,1.0,2.0,3.0,1,19.0,50.0,0.0,20.0,1,7,2,1125,37,329,9,2269.0,93.0,10.0,0,1.0,0.95
4134,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,11.0,42.0,0.0,0.0,1,0,1,1125,52,172,1,2297.0,80.0,8.0,0,1.0,0.63
3336,2.0,67.0,3.0,0,1,2,1.0,1.0,2.0,1,17.0,32.0,0.0,0.0,1,10,1,1125,28,300,2,2357.0,90.0,9.0,0,3.0,0.11
2255,0.0,0.0,2.0,11,1,1,1.0,1.0,1.0,1,13.0,26.0,0.0,8.0,1,0,2,1125,57,177,0,3954.0,92.0,10.0,2,1.0,0.0
3319,2.0,92.0,3.0,0,0,4,2.0,2.0,3.0,1,13.0,80.0,0.0,50.0,1,0,30,1125,0,280,1,2372.0,100.0,8.0,2,1.0,0.05
3556,0.0,0.0,3.0,8,1,1,2.0,1.0,1.0,1,13.0,24.0,0.0,0.0,1,0,1,1125,0,0,2,2723.0,100.0,10.0,0,1.0,0.1
2694,2.0,100.0,3.0,0,0,4,2.0,3.0,3.0,1,20.0,60.0,0.0,0.0,4,10,5,1125,33,338,7,2287.0,97.0,10.0,1,1.0,0.53
3193,0.0,0.0,3.0,0,1,2,1.0,1.0,2.0,1,17.0,40.0,350.0,0.0,1,15,1,1125,60,365,6,2434.0,87.0,8.0,0,1.0,0.2
3203,0.0,25.0,3.0,0,1,2,1.0,1.0,2.0,1,5.0,30.0,0.0,0.0,1,0,5,1125,60,365,1,3162.0,80.0,6.0,0,1.0,0.03
2374,0.0,0.0,3.0,14,1,1,2.0,1.0,1.0,1,2.0,33.0,0.0,0.0,1,0,1,1125,60,180,0,3954.0,92.0,10.0,0,1.0,0.0
2252,0.0,0.0,2.0,0,2,3,1.0,1.0,1.0,1,0.0,49.0,0.0,0.0,1,0,1,1125,59,364,0,3954.0,92.0,10.0,0,1.0,0.0
2486,1.0,67.0,4.0,16,1,2,1.0,1.0,2.0,1,18.0,30.0,0.0,0.0,1,0,1,1125,6,311,2,2345.0,90.0,10.0,0,1.0,0.47
2274,3.0,93.0,3.0,14,0,2,1.0,1.0,1.0,1,16.0,75.0,0.0,0.0,1,0,1,1125,57,362,1,2260.0,100.0,10.0,0,1.0,1.0
2438,3.0,100.0,6.0,0,1,2,2.0,1.0,1.0,1,12.0,19.0,0.0,0.0,1,0,1,1125,0,189,30,2292.0,99.0,10.0,0,1.0,5.59
3109,3.0,100.0,8.0,1,1,1,1.0,1.0,1.0,1,15.0,20.0,0.0,0.0,1,0,1,1125,10,27,2,2257.0,100.0,9.0,0,1.0,2.0
3647,0.0,0.0,4.0,0,0,8,2.0,4.0,4.0,1,15.0,210.0,0.0,0.0,1,0,3,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
2792,1.0,79.0,6.0,0,1,1,1.0,1.0,1.0,1,19.0,18.0,0.0,0.0,1,0,1,1125,33,334,27,2252.0,99.0,10.0,1,1.0,5.29
2849,3.0,100.0,4.0,8,1,4,0.0,1.0,2.0,1,11.0,55.0,0.0,0.0,2,25,1,1125,0,0,11,2440.0,87.0,9.0,0,15.0,0.71
3926,3.0,100.0,4.0,1,1,5,1.0,2.0,5.0,1,21.0,52.0,0.0,0.0,2,23,1,1125,26,31,4,2257.0,93.0,10.0,1,3.0,3.75
3206,3.0,100.0,5.0,0,0,4,1.0,1.0,2.0,1,15.0,55.0,0.0,30.0,1,0,3,1125,45,238,19,2426.0,92.0,9.0,2,2.0,1.65
3729,1.0,96.0,4.0,14,0,8,3.0,3.0,6.0,1,11.0,140.0,0.0,0.0,1,0,5,1125,16,196,0,3954.0,92.0,10.0,2,129.0,0.0
3550,3.0,100.0,4.0,14,0,8,3.0,4.0,6.0,1,14.0,166.0,300.0,0.0,1,0,5,1125,60,294,2,2481.0,100.0,9.0,0,64.0,0.26
3358,3.0,100.0,3.0,0,0,4,2.0,2.0,3.0,1,16.0,200.0,462.0,50.0,1,0,7,15,0,94,0,3954.0,92.0,10.0,2,1.0,0.0
3927,2.0,80.0,6.0,0,0,2,1.0,1.0,1.0,1,12.0,45.0,150.0,20.0,1,25,1,1125,9,120,0,3954.0,92.0,10.0,2,1.0,0.0
4097,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,17.0,50.0,200.0,30.0,1,0,3,90,4,199,151,2253.0,93.0,9.0,1,1.0,2.46
3434,3.0,100.0,4.0,1,1,1,1.0,1.0,1.0,1,11.0,60.0,85.0,0.0,1,45,1,1125,0,97,0,3954.0,92.0,10.0,2,10.0,0.0
2933,3.0,100.0,4.0,0,0,8,3.0,4.0,6.0,1,17.0,200.0,500.0,100.0,4,15,2,1125,0,209,11,2326.0,96.0,10.0,1,1.0,1.26
3475,2.0,100.0,5.0,14,0,4,2.0,2.0,2.0,1,14.0,69.0,0.0,0.0,1,0,7,1125,22,121,0,3954.0,92.0,10.0,0,3.0,0.0
3043,3.0,90.0,4.0,0,1,1,1.0,1.0,1.0,1,16.0,45.0,0.0,0.0,1,0,3,5,1,178,28,2289.0,99.0,10.0,1,1.0,1.09
2260,0.0,0.0,1.0,14,1,2,1.0,1.0,1.0,1,0.0,405.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3996,0.0,0.0,4.0,0,1,2,1.0,1.0,1.0,1,12.0,40.0,200.0,20.0,1,10,3,7,58,88,2,2407.0,100.0,6.0,2,1.0,0.27
2975,1.0,100.0,6.0,0,1,2,1.0,1.0,1.0,0,8.0,30.0,0.0,0.0,1,0,2,1125,57,362,13,2408.0,97.0,9.0,0,1.0,0.55
2387,3.0,93.0,3.0,0,0,6,1.0,2.0,3.0,1,15.0,81.0,250.0,15.0,2,10,2,1125,36,150,15,2256.0,92.0,10.0,2,1.0,3.78
2760,3.0,100.0,4.0,0,0,3,1.0,0.0,1.0,1,10.0,54.0,250.0,0.0,1,0,1,28,20,45,14,2253.0,93.0,9.0,2,1.0,8.08
2648,0.0,0.0,3.0,14,1,2,0.0,1.0,2.0,1,14.0,39.0,0.0,0.0,1,0,1,1125,0,281,0,3954.0,92.0,10.0,0,14.0,0.0
4136,3.0,100.0,5.0,0,0,2,1.0,1.0,2.0,1,12.0,42.0,94.0,10.0,1,15,2,1125,20,307,4,2256.0,85.0,10.0,2,1.0,2.45
2960,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,19.0,20.0,86.0,5.0,1,10,2,3,0,0,1,2553.0,40.0,6.0,1,1.0,0.1
2841,3.0,100.0,6.0,0,0,2,1.0,0.0,1.0,1,15.0,60.0,100.0,0.0,1,0,1,1125,44,74,7,2256.0,90.0,10.0,0,1.0,3.75
2600,0.0,0.0,2.0,0,1,2,2.0,1.0,1.0,1,16.0,25.0,0.0,0.0,1,5,4,1125,0,62,0,3954.0,92.0,10.0,2,1.0,0.0
3262,2.0,90.0,4.0,0,0,5,2.0,3.0,4.0,1,16.0,125.0,0.0,30.0,1,0,4,1125,11,205,79,2269.0,97.0,10.0,0,1.0,3.14
2430,3.0,100.0,3.0,0,0,6,1.0,2.0,3.0,1,17.0,70.0,120.0,25.0,2,12,2,1125,6,302,6,2316.0,93.0,10.0,2,1.0,1.24
3729,1.0,96.0,4.0,14,0,4,1.0,1.0,3.0,1,11.0,115.0,0.0,0.0,1,0,5,1125,17,227,0,3954.0,92.0,10.0,2,129.0,0.0
3729,1.0,96.0,4.0,14,0,4,1.0,1.0,2.0,1,13.0,140.0,0.0,0.0,1,0,5,1125,60,262,0,3954.0,92.0,10.0,2,129.0,0.0
2345,3.0,100.0,4.0,0,0,2,1.0,0.0,1.0,1,17.0,46.0,0.0,10.0,1,0,1,18,14,196,12,2265.0,87.0,9.0,0,1.0,4.74
3957,3.0,100.0,5.0,0,0,3,1.0,1.0,1.0,1,17.0,55.0,0.0,25.0,2,25,3,1125,39,282,28,2256.0,95.0,10.0,0,1.0,0.52
4194,1.0,100.0,6.0,0,1,1,1.0,1.0,2.0,1,9.0,30.0,0.0,10.0,1,60,1,365,0,0,11,3132.0,100.0,9.0,0,2.0,0.18
2548,3.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,15.0,20.0,0.0,30.0,1,0,1,1125,13,101,17,2256.0,84.0,9.0,2,2.0,2.0
3708,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,22.0,70.0,150.0,30.0,2,0,4,1125,8,195,84,2264.0,98.0,10.0,2,1.0,2.02
3730,3.0,100.0,4.0,0,0,9,2.0,3.0,6.0,1,18.0,127.0,0.0,45.0,6,0,1,1125,15,292,99,2272.0,80.0,9.0,2,46.0,2.37
2942,3.0,100.0,4.0,0,0,3,1.0,0.0,2.0,1,18.0,55.0,400.0,20.0,2,10,2,1125,20,307,104,2255.0,91.0,10.0,2,6.0,4.79
3145,0.0,0.0,4.0,0,0,2,1.0,1.0,1.0,0,6.0,40.0,0.0,0.0,2,15,2,1125,0,0,10,2466.0,80.0,10.0,1,1.0,0.35
2728,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,0,15.0,80.0,200.0,49.0,2,10,2,1125,1,119,5,2324.0,96.0,10.0,1,12.0,0.63
4074,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,18.0,70.0,0.0,0.0,2,7,2,1125,0,0,4,2291.0,100.0,10.0,1,1.0,1.76
2993,2.0,100.0,6.0,0,0,2,1.0,1.0,1.0,1,11.0,88.0,0.0,20.0,2,8,2,1125,27,328,11,2256.0,98.0,10.0,2,2.0,1.9
2755,2.0,100.0,3.0,14,2,1,1.0,1.0,1.0,1,5.0,23.0,0.0,0.0,1,0,1,1125,0,8,0,3954.0,92.0,10.0,0,2.0,0.0
3171,0.0,0.0,7.0,0,1,1,1.0,1.0,1.0,1,13.0,47.0,0.0,0.0,1,0,2,1125,48,353,0,3954.0,92.0,10.0,0,2.0,0.0
2852,3.0,100.0,4.0,0,0,5,1.0,2.0,3.0,1,12.0,73.0,0.0,10.0,4,0,1,1125,13,291,27,2253.0,90.0,10.0,2,3.0,5.51
3750,0.0,0.0,5.0,8,0,2,1.0,1.0,1.0,1,12.0,75.0,0.0,0.0,1,0,2,1125,13,43,1,2389.0,100.0,10.0,0,1.0,0.21
3840,3.0,100.0,6.0,0,0,4,1.0,1.0,1.0,1,17.0,55.0,100.0,40.0,1,10,2,360,26,327,110,2269.0,91.0,10.0,2,5.0,2.12
3606,3.0,98.0,4.0,14,0,4,1.0,2.0,2.0,1,19.0,65.0,200.0,24.0,1,0,2,1125,31,178,85,2349.0,87.0,9.0,2,12.0,2.86
4301,3.0,100.0,5.0,1,1,2,1.0,1.0,1.0,1,21.0,40.0,0.0,10.0,1,0,2,180,24,324,145,2257.0,95.0,10.0,2,2.0,2.44
3730,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,17.0,50.0,0.0,25.0,1,0,1,1125,11,299,129,2252.0,84.0,10.0,2,46.0,4.2
3753,2.0,100.0,3.0,0,0,4,1.0,1.0,2.0,1,14.0,70.0,0.0,0.0,2,15,2,1125,14,289,82,2283.0,94.0,10.0,2,1.0,2.12
3645,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,14.0,25.0,0.0,0.0,1,10,1,1125,16,321,45,2264.0,88.0,10.0,1,1.0,2.09
4323,2.0,100.0,5.0,0,0,7,2.0,3.0,4.0,1,15.0,90.0,200.0,65.0,2,20,2,1125,19,310,26,2276.0,97.0,10.0,1,9.0,1.27
2386,3.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,12.0,70.0,100.0,30.0,1,0,2,1125,31,332,12,2261.0,83.0,9.0,1,4.0,2.88
2382,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,13.0,59.0,0.0,0.0,1,0,2,365,14,109,10,2267.0,88.0,10.0,1,6.0,2.97
3135,0.0,0.0,2.0,0,1,1,1.0,1.0,1.0,0,0.0,30.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3262,3.0,100.0,5.0,0,0,2,1.0,1.0,2.0,0,17.0,80.0,0.0,0.0,1,0,3,1125,6,95,28,2253.0,99.0,10.0,2,3.0,6.0
3000,3.0,100.0,4.0,0,0,6,1.0,2.0,4.0,1,9.0,90.0,150.0,35.0,1,0,1,1125,41,341,4,2256.0,90.0,9.0,1,2.0,4.0
2773,0.0,0.0,5.0,0,0,4,1.0,1.0,2.0,1,20.0,95.0,0.0,30.0,2,0,2,1125,13,26,4,2658.0,95.0,10.0,1,1.0,0.24
2610,3.0,93.0,3.0,0,0,3,1.0,1.0,1.0,1,17.0,55.0,200.0,15.0,2,15,2,1125,10,291,67,2254.0,97.0,10.0,1,1.0,5.84
3282,1.0,50.0,5.0,0,1,2,1.0,1.0,1.0,1,12.0,30.0,0.0,0.0,1,0,1,7,58,88,1,2290.0,60.0,8.0,0,1.0,0.73
2766,3.0,100.0,6.0,15,0,2,1.0,0.0,1.0,0,22.0,60.0,0.0,20.0,1,0,2,1125,5,307,20,2263.0,97.0,9.0,1,1.0,1.23
3072,1.0,100.0,5.0,0,0,4,1.0,3.0,4.0,1,10.0,76.0,300.0,40.0,4,20,3,1125,0,287,1,2864.0,60.0,8.0,1,1.0,0.05
2488,3.0,80.0,3.0,0,1,1,1.0,1.0,1.0,1,13.0,15.0,0.0,0.0,1,0,1,1125,0,97,0,3954.0,92.0,10.0,0,2.0,0.0
2284,3.0,100.0,2.0,14,1,1,1.0,1.0,1.0,1,15.0,25.0,0.0,5.0,1,20,3,1125,2,307,0,3954.0,92.0,10.0,0,1.0,0.0
4132,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,16.0,38.0,150.0,0.0,1,0,1,120,49,354,23,2271.0,95.0,10.0,1,1.0,0.55
2758,3.0,100.0,4.0,0,0,3,1.0,2.0,2.0,1,17.0,110.0,0.0,20.0,1,0,2,1125,52,357,5,2291.0,76.0,8.0,0,1.0,0.43
4150,3.0,100.0,4.0,0,0,2,1.0,1.0,1.0,1,14.0,110.0,200.0,40.0,1,0,7,1125,24,323,2,2493.0,70.0,8.0,2,40.0,0.2
3579,3.0,100.0,6.0,14,0,8,4.0,4.0,7.0,1,21.0,150.0,0.0,50.0,1,0,6,60,21,316,3,2292.0,100.0,10.0,1,1.0,0.59
2735,3.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,18.0,47.0,350.0,0.0,1,0,1,2,15,44,0,3954.0,92.0,10.0,0,1.0,0.0
2890,3.0,100.0,4.0,0,0,6,1.0,2.0,2.0,1,18.0,68.0,100.0,30.0,2,10,2,1125,45,76,14,2272.0,87.0,9.0,1,3.0,0.83
3099,2.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,19.0,34.0,0.0,0.0,1,10,1,1125,22,138,1,2481.0,92.0,10.0,0,1.0,0.13
2999,2.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,11.0,26.0,0.0,0.0,1,0,1,1125,2,2,23,2270.0,94.0,9.0,0,1.0,2.1
2692,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,10.0,20.0,300.0,0.0,1,5,1,1125,30,147,58,2270.0,92.0,10.0,1,1.0,4.58
2826,0.0,0.0,5.0,0,1,1,1.0,1.0,1.0,1,16.0,30.0,0.0,0.0,1,0,1,1125,60,365,4,2539.0,95.0,9.0,0,1.0,0.34
2963,2.0,100.0,6.0,0,1,2,1.0,1.0,1.0,1,8.0,29.0,0.0,0.0,1,13,1,1125,59,364,0,3954.0,92.0,10.0,0,2.0,0.0
3532,3.0,100.0,5.0,0,0,2,1.0,1.0,2.0,1,24.0,80.0,150.0,70.0,2,0,5,1125,36,341,13,2318.0,91.0,9.0,2,11.0,0.46
4435,1.0,80.0,3.0,0,1,2,1.0,1.0,1.0,1,6.0,20.0,0.0,0.0,1,5,1,365,33,331,151,2291.0,88.0,9.0,1,1.0,2.53
2547,1.0,80.0,4.0,0,1,3,1.0,1.0,2.0,1,23.0,24.0,0.0,0.0,1,10,1,5,41,346,13,2263.0,85.0,10.0,0,1.0,1.34
3406,3.0,100.0,7.0,0,0,6,1.0,2.0,3.0,1,23.0,80.0,100.0,30.0,4,30,2,1125,45,332,40,2271.0,96.0,10.0,1,18.0,3.04
2851,2.0,100.0,3.0,0,1,2,1.0,1.0,2.0,1,17.0,30.0,0.0,0.0,1,30,1,1125,59,364,0,3954.0,92.0,10.0,1,2.0,0.0
3974,3.0,99.0,5.0,0,1,1,1.0,1.0,1.0,1,8.0,19.0,0.0,0.0,1,0,1,1125,0,244,3,2276.0,93.0,9.0,2,33.0,0.49
2591,0.0,0.0,4.0,1,1,2,1.0,1.0,0.0,1,11.0,35.0,0.0,0.0,1,0,1,1125,16,266,4,2560.0,85.0,10.0,0,1.0,0.37
2816,2.0,100.0,4.0,0,0,9,2.0,4.0,9.0,1,8.0,85.0,150.0,40.0,3,20,1,1125,47,352,0,3954.0,92.0,10.0,2,14.0,0.0
2522,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,11.0,18.0,0.0,0.0,1,0,2,1125,28,321,0,3954.0,92.0,10.0,0,4.0,0.0
2834,2.0,100.0,3.0,0,1,2,2.0,1.0,1.0,1,22.0,35.0,0.0,10.0,1,10,2,1125,6,311,11,2409.0,98.0,9.0,2,2.0,0.6
2783,2.0,100.0,3.0,0,1,1,0.0,1.0,1.0,1,18.0,25.0,0.0,0.0,1,0,2,1125,10,10,57,2263.0,96.0,10.0,1,1.0,3.25
2528,1.0,100.0,2.0,0,0,4,1.0,2.0,2.0,1,15.0,120.0,200.0,30.0,1,0,3,1125,9,259,0,3954.0,92.0,10.0,1,1.0,0.0
4705,1.0,100.0,3.0,8,1,1,1.0,1.0,1.0,1,14.0,30.0,0.0,0.0,1,0,2,90,16,136,1,2524.0,100.0,10.0,0,1.0,0.11
3182,2.0,75.0,3.0,0,0,7,2.0,2.0,5.0,1,15.0,70.0,100.0,60.0,1,5,2,1125,18,264,5,2275.0,92.0,10.0,2,145.0,0.79
2595,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,15.0,110.0,0.0,0.0,1,0,2,1125,41,161,1,2263.0,100.0,10.0,2,3.0,1.0
2419,3.0,100.0,3.0,14,1,2,2.0,1.0,1.0,1,20.0,40.0,0.0,0.0,1,25,1,28,10,306,8,2265.0,100.0,10.0,0,2.0,4.29
3962,0.0,0.0,6.0,0,1,1,2.0,1.0,1.0,1,19.0,30.0,0.0,0.0,1,0,20,90,56,361,10,2927.0,98.0,10.0,2,1.0,0.3
4403,3.0,100.0,5.0,0,0,4,2.0,2.0,3.0,1,21.0,230.0,0.0,160.0,1,0,5,90,20,33,0,3954.0,92.0,10.0,0,28.0,0.0
3506,3.0,100.0,4.0,0,0,5,2.0,2.0,3.0,1,18.0,89.0,0.0,20.0,4,15,1,4,21,36,13,2255.0,92.0,10.0,2,2.0,2.42
3982,0.0,0.0,4.0,0,0,4,1.0,1.0,2.0,1,13.0,50.0,0.0,5.0,1,0,1,1125,0,0,12,2722.0,90.0,10.0,1,1.0,0.55
2623,3.0,100.0,3.0,0,0,4,1.0,1.0,3.0,1,16.0,52.0,0.0,15.0,5,15,1,1125,3,100,41,2262.0,84.0,10.0,2,3.0,3.45
3834,2.0,100.0,6.0,0,0,4,1.0,2.0,2.0,1,18.0,200.0,300.0,50.0,1,0,2,14,30,330,60,2268.0,99.0,10.0,0,1.0,1.33
3150,3.0,99.0,3.0,0,0,4,1.0,0.0,1.0,1,7.0,35.0,90.0,25.0,3,10,2,1125,29,321,76,2269.0,76.0,10.0,2,9.0,3.17
3900,3.0,98.0,4.0,0,0,12,2.0,3.0,9.0,1,16.0,190.0,200.0,95.0,6,15,3,1125,25,312,38,2268.0,94.0,10.0,1,9.0,2.93
2294,0.0,0.0,6.0,0,1,1,3.0,1.0,1.0,1,9.0,37.0,200.0,30.0,1,0,7,1125,0,250,0,3954.0,92.0,10.0,2,26.0,0.0
2625,3.0,100.0,3.0,0,0,4,1.0,0.0,2.0,1,15.0,65.0,0.0,0.0,1,0,2,1125,14,109,1,2289.0,100.0,10.0,1,8.0,0.75
2630,3.0,100.0,5.0,0,1,3,1.0,1.0,2.0,1,17.0,49.0,0.0,15.0,2,10,2,1125,38,68,66,2256.0,95.0,10.0,2,2.0,5.44
2430,3.0,100.0,4.0,15,0,5,1.0,0.0,1.0,1,16.0,99.0,150.0,49.0,2,15,2,1125,22,280,5,2262.0,100.0,10.0,2,9.0,0.9
4120,3.0,100.0,4.0,0,0,6,2.0,2.0,4.0,0,14.0,150.0,150.0,40.0,3,10,3,1125,30,315,10,2422.0,70.0,9.0,2,15.0,0.29
3113,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,14.0,95.0,0.0,30.0,2,10,2,90,46,152,9,2299.0,82.0,10.0,1,2.0,1.29
3219,2.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,12.0,70.0,0.0,0.0,2,10,2,1125,38,343,25,2291.0,92.0,10.0,0,1.0,0.88
2994,3.0,100.0,5.0,0,1,1,2.0,1.0,1.0,1,13.0,36.0,200.0,30.0,1,0,7,1125,37,102,0,3954.0,92.0,10.0,2,3.0,0.0
2294,0.0,0.0,6.0,0,1,1,3.0,1.0,1.0,1,10.0,37.0,200.0,30.0,1,0,7,1125,21,326,0,3954.0,92.0,10.0,2,26.0,0.0
2942,3.0,100.0,4.0,0,0,3,1.0,1.0,2.0,1,19.0,47.0,0.0,0.0,2,20,1,1125,16,58,41,2251.0,93.0,10.0,1,1.0,8.72
2408,2.0,100.0,3.0,14,0,6,2.0,2.0,2.0,1,17.0,89.0,300.0,25.0,7,0,2,1125,24,127,22,2253.0,99.0,10.0,1,1.0,5.28
3184,2.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,10.0,35.0,0.0,20.0,1,0,2,1125,58,363,11,2402.0,98.0,10.0,1,1.0,0.46
2569,0.0,0.0,3.0,0,1,1,2.0,1.0,1.0,1,13.0,20.0,90.0,0.0,1,0,10,70,0,0,0,3954.0,92.0,10.0,2,1.0,0.0
2536,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,20.0,25.0,0.0,0.0,1,0,1,1125,0,219,8,2324.0,95.0,9.0,1,1.0,1.37
3219,2.0,100.0,4.0,0,0,3,1.0,1.0,2.0,1,12.0,57.0,200.0,30.0,1,0,3,1125,29,326,29,2350.0,94.0,9.0,1,1.0,1.22
2729,1.0,90.0,3.0,0,1,1,2.0,1.0,1.0,1,8.0,18.0,0.0,0.0,1,0,1,1125,0,281,3,2369.0,100.0,10.0,0,3.0,0.47
2898,3.0,100.0,3.0,0,0,4,2.0,2.0,4.0,1,25.0,140.0,0.0,0.0,1,0,5,1125,29,227,12,2478.0,98.0,10.0,2,1.0,0.57
3080,0.0,0.0,3.0,9,1,1,3.0,1.0,1.0,1,9.0,470.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3654,2.0,100.0,6.0,14,1,1,2.0,1.0,1.0,1,8.0,30.0,0.0,0.0,1,0,15,90,0,74,0,3954.0,92.0,10.0,0,1.0,0.0
3250,0.0,0.0,1.0,0,1,1,1.0,1.0,1.0,1,13.0,60.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3171,0.0,0.0,4.0,0,1,1,1.0,1.0,1.0,1,10.0,70.0,100.0,7.0,1,9,2,5,60,365,3,2529.0,90.0,9.0,0,1.0,0.28
2781,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,16.0,44.0,0.0,0.0,1,0,2,1125,38,343,1,2727.0,100.0,10.0,1,2.0,0.06
2321,3.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,15.0,22.0,0.0,0.0,3,20,2,25,45,349,6,2277.0,80.0,9.0,1,1.0,2.86
2518,1.0,80.0,6.0,0,1,1,2.0,1.0,1.0,1,12.0,20.0,0.0,0.0,1,0,1,1125,60,181,0,3954.0,92.0,10.0,0,2.0,0.0
4085,1.0,60.0,6.0,0,1,2,2.0,1.0,0.0,1,20.0,35.0,0.0,0.0,1,0,1,90,23,328,4,2325.0,100.0,10.0,1,3.0,0.61
3275,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,17.0,55.0,200.0,0.0,2,5,5,1125,9,233,135,2255.0,94.0,10.0,2,3.0,4.04
2691,2.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,14.0,79.0,0.0,0.0,1,0,1,30,56,348,2,2397.0,92.0,10.0,0,15.0,0.4
2587,0.0,0.0,2.0,14,0,2,1.0,1.0,1.0,1,13.0,110.0,250.0,0.0,1,0,1,1125,6,9,0,3954.0,92.0,10.0,0,1.0,0.0
2535,2.0,86.0,6.0,0,0,4,1.0,1.0,2.0,1,16.0,80.0,200.0,20.0,1,0,2,1125,15,135,5,2344.0,88.0,10.0,1,1.0,0.71
2470,3.0,100.0,7.0,0,0,4,1.0,1.0,2.0,1,22.0,62.0,150.0,30.0,2,12,2,1125,19,300,14,2263.0,99.0,10.0,1,1.0,2.01
4136,3.0,100.0,3.0,0,1,9,2.0,6.0,9.0,1,25.0,23.0,88.0,20.0,1,22,5,1055,60,365,6,2704.0,77.0,9.0,2,25.0,0.17
4515,3.0,100.0,5.0,0,0,4,2.0,2.0,3.0,1,12.0,75.0,150.0,0.0,2,20,2,120,19,285,110,2325.0,90.0,9.0,0,4.0,1.56
